iter	RMSE
0	0.9596631294
1	0.9236574104
2	0.8910882187
3	0.8594738789
4	0.8294710983
5	0.8013404211
6	0.7754122036
7	0.750399702
8	0.7266614054
9	0.7042198488
10	0.6837003569
11	0.6643436483
12	0.6467327213
13	0.6296865069
14	0.6141453636
15	0.5993347611
16	0.5854557268
17	0.5726597396
18	0.5606243475
19	0.5501722082
20	0.5403476457
21	0.5308735628
22	0.5219066462
23	0.5137173061
24	0.5062361052
25	0.4989995514
26	0.4923817226
27	0.4867652326
28	0.4812572788
29	0.4760169287
30	0.4713057343
31	0.4669217893
32	0.4632506496
33	0.4594760463
34	0.456126625
35	0.4529565028
36	0.4498185049
37	0.4470601621
38	0.44452089
39	0.4420783556
40	0.4400626657
41	0.4380814721
42	0.4362474532
43	0.4344482393
44	0.4326874324
45	0.4313055778
46	0.4299351447
47	0.4286860619
48	0.4276706656
49	0.4264748498
50	0.4254298108
51	0.4243294754
52	0.4233928309
53	0.4225123869
54	0.4217858223
55	0.4209875514
56	0.4203829506
57	0.4197001019
58	0.4191406182
59	0.4185683693
60	0.4179012433
61	0.4173847208
62	0.4168706542
63	0.4164317361
64	0.4160362101
65	0.4156661231
66	0.4152781414
67	0.4149036624
68	0.4144639958
69	0.4141244564
70	0.4138153404
71	0.4134532806
72	0.4131362518
73	0.4128441955
74	0.4125847378
75	0.412323042
76	0.41202555
77	0.4117520382
78	0.411479057
79	0.4112293087
80	0.4110292892
81	0.410692131
82	0.4104306409
83	0.4101577863
84	0.4099303864
85	0.4096569765
86	0.4094523295
87	0.4092223271
88	0.4090602758
89	0.408841486
90	0.4086355374
91	0.4084243117
92	0.4082715255
93	0.408089885
94	0.4079144544
95	0.407748053
96	0.4076092229
97	0.4074541915
98	0.4073238799
99	0.4071036718
100	0.4068319183
101	0.4066960858
102	0.4064877156
103	0.4063687937
104	0.4061692805
105	0.4060491502
106	0.4058870706
107	0.4056784141
108	0.4054960106
109	0.405359547
110	0.4052322414
111	0.4051100687
112	0.4050004216
113	0.4048513822
114	0.404705981
115	0.4045941701
116	0.4043272158
117	0.4042031783
118	0.4040304466
119	0.4039290949
120	0.4037495302
121	0.4036852213
122	0.4034981396
123	0.4033633834
124	0.4032028232
125	0.403067583
126	0.402928817
127	0.4028070503
128	0.4026772638
129	0.4025377327
130	0.4023985575
131	0.4022939475
132	0.402221989
133	0.4021027865
134	0.4020601915
135	0.4019453515
136	0.4018456983
137	0.4017447287
138	0.4016365161
139	0.4015591912
140	0.4014176276
141	0.4012800372
142	0.4011866322
143	0.4010657587
144	0.40090901
145	0.4008268755
146	0.4007520646
147	0.4006411275
148	0.4004762307
149	0.4003918406
150	0.4002864735
151	0.4001340203
152	0.400012191
153	0.3999550873
154	0.3998223762
155	0.3996771597
156	0.3994908611
157	0.3994199453
158	0.3992616545
159	0.3991943542
160	0.3991108931
161	0.3990124278
162	0.3988472993
163	0.398810942
164	0.3987463943
165	0.3986244773
166	0.3985679022
167	0.3983997561
168	0.3982332388
169	0.3981005014
170	0.3979910822
171	0.3979167687
172	0.3978070048
173	0.3977159218
174	0.3976494207
175	0.3975950936
176	0.397487811
177	0.3974070155
